date,eventName,eventTitle,eventUrl,location
12/22/2021,BBS Combat MMA,3,https://www.sherdog.com/events/BBS-Combat-MMA-3-91670,-Ginassyum Geraldo d Angelo; Manacapuru; Amazonas; Brazil-
12/22/2021,UFL 4,Universal Fighters League 4,https://www.sherdog.com/events/UFL-4-Universal-Fighters-League-4-91581,-Moscow; Russia-
12/22/2021,Maraa Combat,1,https://www.sherdog.com/events/Maraa-Combat-1-91154,-Maraa; Amazonas; Brazil-
12/21/2021,MFP 235,Modern Fighting Pankration 235,https://www.sherdog.com/events/MFP-235-Modern-Fighting-Pankration-235-91676,-Khabarovsk; Russia-
12/21/2021,Awka Championship 1,Amateur,https://www.sherdog.com/events/Awka-Championship-1-Amateur-91553,-Polideportivo; Quito; Ecuador-
12/20/2021,AMC,Fight Nights 107,https://www.sherdog.com/events/AMC-Fight-Nights-107-91520,-Minsk Arena; Minsk; Belarus-
12/20/2021,AOC 6,Art of Combat 6: Xmas Battle Ground,https://www.sherdog.com/events/AOC-6-Art-of-Combat-6-Xmas-Battle-Ground-91492,-Artjuna Cafe; Anjuna; Goa; India-
12/19/2021,SC in Combat,SC in COMBAT 4,https://www.sherdog.com/events/SC-in-Combat-SC-in-COMBAT-4-91775,-Ginásio Sebastião João de Souza; Penha; Santa Catarina; Brazil.-
12/19/2021,TF 33,Thunder Fight 33,https://www.sherdog.com/events/TF-33-Thunder-Fight-33-91776,None
12/19/2021,DFS 7,Dagestan Fighting Selection 7,https://www.sherdog.com/events/DFS-7-Dagestan-Fighting-Selection-7-91746,-Makhachkala; Dagestan; Russia-
12/19/2021,Guara Fight,Guara Fight 6,https://www.sherdog.com/events/Guara-Fight-Guara-Fight-6-91739,-Sao Cristovao; Sergipe; Brazil-
12/19/2021,APM,Arena Pride MMA,https://www.sherdog.com/events/APM-Arena-Pride-MMA-91661,-Santos; São Paulo-
12/19/2021,JFL 22,Junior Fighting League 22,https://www.sherdog.com/events/JFL-22-Junior-Fighting-League-22-91654,-Russia-
12/19/2021,WOW,Way of Warriors FC: Talent 2,https://www.sherdog.com/events/WOW-Way-of-Warriors-FC-Talent-2-91519,-Polideportivo San Agustín; Madrid; Spain-
12/19/2021,FCC,Full Contact Contender 27,https://www.sherdog.com/events/FCC-Full-Contact-Contender-27-91518,-University of Bolton Stadium; Bolton; England-
12/19/2021,PFN,Procrunch Fight Night,https://www.sherdog.com/events/PFN-Procrunch-Fight-Night-91495,-Agrasan Bhavan; Nagpur; Maharashtra; India-
12/19/2021,OFC 15,Open Fighting Championship 15,https://www.sherdog.com/events/OFC-15-Open-Fighting-Championship-15-91470,-VTB Arena; Moscow; Russia-
12/19/2021,DSTV Liga MMA,SFL 7,https://www.sherdog.com/events/DSTV-Liga-MMA-SFL-7-91468,-Studio 123; Luanda; Angola-
12/19/2021,RBM,New People,https://www.sherdog.com/events/RBM-New-People-91425,-Tyumen; Russia-
12/19/2021,UWMMAF,Knockout Combat League 2,https://www.sherdog.com/events/UWMMAF-Knockout-Combat-League-2-91396,-Janakpuri New Delhi; New Delhi; Delhi; India-
12/19/2021,Shooto,Professional Shooto 2021 Vol. 8,https://www.sherdog.com/events/Shooto-Professional-Shooto-2021-Vol-8-91365,-Mielparque Hall Osaka; Osaka; Japan-
12/19/2021,Grachan,Grachan 52,https://www.sherdog.com/events/Grachan-Grachan-52-91238,-Makuhari Bay Park Arena; Chiba; Japan-
12/19/2021,Fury FC 55,Fury Fighting Championship 55,https://www.sherdog.com/events/Fury-FC-55-Fury-Fighting-Championship-55-91125,-Houston; Texas; United States-
12/18/2021,MMA Quest 3,Papanikolaou vs Tranakidis,https://www.sherdog.com/events/MMA-Quest-3-Papanikolaou-vs-Tranakidis-90987,-Peiraias; Greece-
12/18/2021,NC,Nacao Cyborg 11,https://www.sherdog.com/events/NC-Nacao-Cyborg-11-91515,-Mondri Eventos; Sao Jose dos Pinhais; PR; Brazil-
12/18/2021,Shooto Brazil ,Shooto Brazil 110,https://www.sherdog.com/events/Shooto-Brazil-Shooto-Brazil-110-91783,-Upper Arena; Rio de Janeiro; Brazil-
12/18/2021,IFL 8,Inside Fighters League 8,https://www.sherdog.com/events/IFL-8-Inside-Fighters-League-8-91779,-Ginasio IAC Rio Grande; Rio Grande; Rio Grande do Sul; Brazil-
12/18/2021,IFL 7,Inside Fighters League 7,https://www.sherdog.com/events/IFL-7-Inside-Fighters-League-7-91778,-Ginasio IAC Rio Grande; Rio Grande; Rio Grande do Sul; Brazil-
12/18/2021,Serbian MMA Federation,MMA League Finals,https://www.sherdog.com/events/Serbian-MMA-Federation-MMA-League-Finals-91762,-Bel Expo Center; Belgrade; Serbia-
12/18/2021,HOF,Hall of Fame: Alexander Nevsky Cup,https://www.sherdog.com/events/HOF-Hall-of-Fame-Alexander-Nevsky-Cup-91753,-Lokomotiv Arena; Novosibirsk; Russia-
12/18/2021,CTF,Copa Team Force 5,https://www.sherdog.com/events/CTF-Copa-Team-Force-5-91704,-Asuncion; Paraguay-
12/18/2021,Invictos Reality MMA,"Season 2, Finals",https://www.sherdog.com/events/Invictos-Reality-MMA-Season-2-Finals-91702,-Coliseo 24 de Septiembre; Santa Cruz de la Sierra; Bolivia.-
12/18/2021,SFT,Standout Fighting Tournament 31: Nogueira vs. Marajo,https://www.sherdog.com/events/SFT-Standout-Fighting-Tournament-31-Nogueira-vs-Marajo-91693,-Sao Paulo; Sao Paulo; Brazil-
12/18/2021,LITC,Lugano in the Cage 4,https://www.sherdog.com/events/LITC-Lugano-in-the-Cage-4-91660,-Lugano Expo; Lugano; Switzerland-
12/18/2021,BC,Benevides Combat,https://www.sherdog.com/events/BC-Benevides-Combat-91655,-Cova dos Leões academy; Benevides; Para; Brazil-
12/18/2021,IFC,Ipira Fight Combat,https://www.sherdog.com/events/IFC-Ipira-Fight-Combat-91644,"-Ginasio de Esportes de Ipira

Ipira; Bahia; Brazil-"
12/18/2021,AFC,Ascendancy Fighting Championship 52,https://www.sherdog.com/events/AFC-Ascendancy-Fighting-Championship-52-91625,-Carl Craft Civic Center; Hedrick; Iowa; United States-
12/18/2021,LFC,Arena Fights Lions 3,https://www.sherdog.com/events/LFC-Arena-Fights-Lions-3-91589,-CT Atraidos por Deus; Manaus; Amazonas; Brazil-
12/18/2021,CTE MMA Championship,CTE MMA Championship 1,https://www.sherdog.com/events/CTE-MMA-Championship-CTE-MMA-Championship-1-91527,-Vitória da Conquista; Bahia-
12/18/2021,Ac,Arantes Combat 3,https://www.sherdog.com/events/Ac-Arantes-Combat-3-91508,-Gymnasium Emelino Vieira; Avaraes; Amazonas; Brazil-
12/18/2021,FCFF,Rumble at the Roseland 107,https://www.sherdog.com/events/FCFF-Rumble-at-the-Roseland-107-91501,-Roseland Theater; Portland; Oregon; United States-
12/18/2021,FFIT,Fight For It 12,https://www.sherdog.com/events/FFIT-Fight-For-It-12-91500,-Gaffney; South Carolina; United States-
12/18/2021,ProFC 69,Professional Fighting Championship 69,https://www.sherdog.com/events/ProFC-69-Professional-Fighting-Championship-69-91499,-CSC Express Arena; Rostov-On-Don; Russia-
12/18/2021,CFU,Collision Fight Ultimate: La Nueva Generacion,https://www.sherdog.com/events/CFU-Collision-Fight-Ultimate-La-Nueva-Generacion-91467,-Club Circulo Sportivo; Salto; Uruguay-
12/18/2021,Russian Cagefighting Championship,RCC 10,https://www.sherdog.com/events/Russian-Cagefighting-Championship-RCC-10-91466,-RMK Martial Arts Academy; Yekaterinburg; Sverdlovsk Oblast; Russia-
12/18/2021,JCK Night Cage Series,2021 Division Finals Part 1,https://www.sherdog.com/events/JCK-Night-Cage-Series-2021-Division-Finals-Part-1-91443,-Haikou; Hainan; China-
12/18/2021,TFC 5,Tucuman Fighting Championship 5,https://www.sherdog.com/events/TFC-5-Tucuman-Fighting-Championship-5-91416,-Complejo Islas Malvinas; Famailla; Tucuman; Argentina-
12/18/2021,Valhalla Rise MMA,Valhalla Fight Night 4,https://www.sherdog.com/events/Valhalla-Rise-MMA-Valhalla-Fight-Night-4-91415,-Rawson; Chubut; Argentina-
12/18/2021,Professional Fighter League Storm,Fighting Night Storm 2,https://www.sherdog.com/events/Professional-Fighter-League-Storm-Fighting-Night-Storm-2-91397,-Iceberg Ice Arena; Kremenchuk; Poltava; Ukraine-
12/18/2021,Venator FC 9,Santoro vs Kryvets,https://www.sherdog.com/events/Venator-FC-9-Santoro-vs-Kryvets-91380,-Palatricalle; Chieti; Italy-
12/18/2021,LLC,LeLeo Code Live MMA (Winter Fight Fest),https://www.sherdog.com/events/LLC-LeLeo-Code-Live-MMA-Winter-Fight-Fest-91363,-Hilton Orlando/Altamonte Springs; Altamonte Springs; Florida; United States-
12/18/2021,XFC 54,Xtreme Fighting Championships,https://www.sherdog.com/events/XFC-54-Xtreme-Fighting-Championships-91338,-The Edgar Centre; Dunedin; New Zealand-
12/18/2021,Brave CF 56,Brave Combat Federation 56,https://www.sherdog.com/events/Brave-CF-56-Brave-Combat-Federation-56-91294,-Bel Expo Centar; Belgrade; Serbia-
12/18/2021,Grachan,Grachan 51,https://www.sherdog.com/events/Grachan-Grachan-51-91237,-Makuhari Baypark Arena; Chiba; Japan-
12/18/2021,Fighting Nexus,Vol. 25,https://www.sherdog.com/events/Fighting-Nexus-Vol-25-91236,-GEN Sports Palace; Tokyo; Japan-
12/18/2021,RUF 45,"Ruf, Puff and Rumble 2",https://www.sherdog.com/events/RUF-45-Ruf-Puff-and-Rumble-2-91235,-Glendale Civic Center; Glendale; Arizona; United States-
12/18/2021,CZMMA,Cagezilla FC 64,https://www.sherdog.com/events/CZMMA-Cagezilla-FC-64-91228,-The Salisbury Center; Manassas; Virginia; United States-
12/18/2021,HFC 102,Hualsur Fighting Championship,https://www.sherdog.com/events/HFC-102-Hualsur-Fighting-Championship-91227,-Tucuman; Argentina-
12/18/2021,CCC 10,Colorado Combat Club 10,https://www.sherdog.com/events/CCC-10-Colorado-Combat-Club-10-91226,-Island Grove; Greeley; Colorado; United States-
12/18/2021,CT 13,Caged Thunder 13,https://www.sherdog.com/events/CT-13-Caged-Thunder-13-91225,-Chapparells Event Center; Akron; Ohio; United States-
12/18/2021,OTF,Invictus 21,https://www.sherdog.com/events/OTF-Invictus-21-91224,-Centro de Artes Marciales Amara; San Sebastian; Spain-
12/18/2021,CFC 9,Corumba Fight Combat 9,https://www.sherdog.com/events/CFC-9-Corumba-Fight-Combat-9-91210,-Lucilio de Medeiros Gymnasium; Corumba; Mato Grosso do Sul; Brazil-
12/18/2021,AFL 26,Aranjuez,https://www.sherdog.com/events/AFL-26-Aranjuez-91059,-Pabellon Municipal Agustin Maranon; Aranjuez; Spain-
12/18/2021,Showtime PPV,Paul vs. Fury,https://www.sherdog.com/events/Showtime-PPV-Paul-vs-Fury-90989,-Amalie Arena; Tampa; Florida-
12/18/2021,TMMA 1,Throne MMA 1,https://www.sherdog.com/events/TMMA-1-Throne-MMA-1-90942,-Northern Lights Casino; Walker; Minnesota; United States-
12/18/2021,Tarps Off 1,Brawl by the Falls,https://www.sherdog.com/events/Tarps-Off-1-Brawl-by-the-Falls-90941,-Scotiabank Convention Centre; Niagara Falls; Ontario; Canada-
12/18/2021,KSW 65,Khalidov vs. Soldic,https://www.sherdog.com/events/KSW-65-Khalidov-vs-Soldic-90940,-Arena Gliwice; Gliwice; Poland-
12/18/2021,NFC 7,National Fighting Championship,https://www.sherdog.com/events/NFC-7-National-Fighting-Championship-90908,-Maritim Hotel Dusseldorf; Dusseldorf; Germany-
12/18/2021,MMAB,Yankee Lake Brawlroom 55,https://www.sherdog.com/events/MMAB-Yankee-Lake-Brawlroom-55-90491,-Yankee Lake Ballroom; Brookfield; Ohio; United States-
12/18/2021,B2 Fighting Series 143,Georgia,https://www.sherdog.com/events/B2-Fighting-Series-143-Georgia-90399,-Columbus Convention & Trade Center; Columbus; Georgia; United States-
12/18/2021,UFC Fight Night 199,Lewis vs. Daukaus,https://www.sherdog.com/events/UFC-Fight-Night-199-Lewis-vs-Daukaus-90256,-UFC Apex; Las Vegas; Nevada; United States-
12/18/2021,FSC,FightStar Championship 20,https://www.sherdog.com/events/FSC-FightStar-Championship-20-85919,-Crystal Palace National Sports Centre; London; England-
12/18/2021,WLMMA,We Love MMA 58,https://www.sherdog.com/events/WLMMA-We-Love-MMA-58-74207,-Mercedes-Benz Arena; Berlin; Germany-
12/17/2021,SPC,PFC/Pitbull Fight Championship 57,https://www.sherdog.com/events/SPC-PFCPitbull-Fight-Championship-57-91747,-Loiola Passarinho Gymnasium; Castanhal; Para; Brazil-
12/17/2021,SFNA,SFN Afghanistan 6,https://www.sherdog.com/events/SFNA-SFN-Afghanistan-6-91697,-Mahbas Kohna; Balkh; Afghanistan-
12/17/2021,SteelFist Fight Night,Deck The Halls,https://www.sherdog.com/events/SteelFist-Fight-Night-Deck-The-Halls-91498,-Union Event Center; Salt Lake City; Utah; United States-
12/17/2021,559 Fights,559 Fights 83,https://www.sherdog.com/events/559-Fights-559-Fights-83-91465,-Visalia Convention Center; Visalia; California; United States-
12/17/2021,GFC 3,Gamebred Fighting Championship 3,https://www.sherdog.com/events/GFC-3-Gamebred-Fighting-Championship-3-91456,-Biloxi Community Center; Biloxi; Mississippi; United States-
12/17/2021,Ignite Fights,Brawl at Bourbon Street 2,https://www.sherdog.com/events/Ignite-Fights-Brawl-at-Bourbon-Street-2-91414,-115 Bourbon Street; Merrionette Park; Illinois; United States-
12/17/2021,UFN 27,Urban Fight Night 27,https://www.sherdog.com/events/UFN-27-Urban-Fight-Night-27-91413,-Bankstown City Paceway; Bankstown; New South Wales; Australia-
12/17/2021,CLIP,Motor City Cagefights 9,https://www.sherdog.com/events/CLIP-Motor-City-Cagefights-9-91337,-Motor City Casino; Detroit; Michigan; United States-
12/17/2021,ACA 134,Absolute Championship Akhmat: Bagov vs. Koshkin,https://www.sherdog.com/events/ACA-134-Absolute-Championship-Akhmat-Bagov-vs-Koshkin-91324,-Basket-Hall; Krasnodar; Russia-
12/17/2021,Tru Rev MMA,True Revelation MMA 45,https://www.sherdog.com/events/Tru-Rev-MMA-True-Revelation-MMA-45-91209,-Bridge View Center Ottumwa; Iowa; United States-
12/17/2021,Titan FC 73,Taylor vs. Edwards,https://www.sherdog.com/events/Titan-FC-73-Taylor-vs-Edwards-91208,-Miami; Florida; United States-
12/17/2021,CFFC 104,Cage Fury Fighting Championships 104,https://www.sherdog.com/events/CFFC-104-Cage-Fury-Fighting-Championships-104-90932,-Hard Rock Hotel & Casino; Atlantic City; New Jersey; United States-
12/17/2021,Unified MMA 42,Unified MMA,https://www.sherdog.com/events/Unified-MMA-42-Unified-MMA-90299,-River Cree Resort and Casino; Enoch; Alberta; Canada-
12/16/2021,HFL 6,High Fight League 6,https://www.sherdog.com/events/HFL-6-High-Fight-League-6-91464,-National Fair Durango; Durango; Durango; Mexico-
12/16/2021,MFC 2,Mergen Fighting Championship 2,https://www.sherdog.com/events/MFC-2-Mergen-Fighting-Championship-2-91207,-CSC Jaiyk; Atyrau; Kazakhstan-
12/12/2021,Brusque Championship MMA,BCMMA,https://www.sherdog.com/events/Brusque-Championship-MMA-BCMMA-91774,-Arena Multiuso; Brusque; Santa Catarina; Brazil.-
12/12/2021,CS 15,Cage Survivor 15,https://www.sherdog.com/events/CS-15-Cage-Survivor-15-91022,-Arena The Core Sports Center; Athens; Greece-
12/12/2021,Face The Danger,Face The Danger 26,https://www.sherdog.com/events/Face-The-Danger-Face-The-Danger-26-91514,-Religião da Luta; Curitiba; PR; Brazil.-
12/12/2021,Deep,105 Impact,https://www.sherdog.com/events/Deep-105-Impact-91122,-New Pier Hall; Tokyo; Japan-
12/12/2021,Deep,Tokyo Impact 2021,https://www.sherdog.com/events/Deep-Tokyo-Impact-2021-91124,-New Pier Hall; Tokyo; Japan-
12/12/2021,LFC,Lucas Fight Combat 2,https://www.sherdog.com/events/LFC-Lucas-Fight-Combat-2-91777,-Idoso de Bem Com A Vida Club; Lucas do Rio Verde; Mato Grosso; Brazil-
12/12/2021,LBS Challenger,LBS Challenger,https://www.sherdog.com/events/LBS-Challenger-LBS-Challenger-91706,-Lagos Boxing Stadium; Araruama; Rio de Janeiro; Brazil-
12/12/2021,OFC 14,OPEN FC 14 & ALASH PRIDE 71,https://www.sherdog.com/events/OFC-14-OPEN-FC-14-ALASH-PRIDE-71-91479,-Almaty; Kazakhstan-
12/12/2021,MF 22,Mandarina Fights 22,https://www.sherdog.com/events/MF-22-Mandarina-Fights-22-91463,-Club El Grinch; Zapote; San Jose; Costa Rica-
12/12/2021,APMMA,Campeonato Nacional,https://www.sherdog.com/events/APMMA-Campeonato-Nacional-91462,-Mancora; Piura; Peru-
12/12/2021,FirePower Promotions MMA,A1 Combat Series: Team Alpha Male vs. The World,https://www.sherdog.com/events/FirePower-Promotions-MMA-A1-Combat-Series-Team-Alpha-Male-vs-The-World-91412,-Uriah Faber's Ultimate Fitness; Sacramento; California; United States-
12/12/2021,Fight Card Entertainment,Takeover 2021 Night 2,https://www.sherdog.com/events/Fight-Card-Entertainment-Takeover-2021-Night-2-91202,-Cicero Stadium; Cicero; Illinois; United States-
12/12/2021,Combate Global,Copa Combate 2021,https://www.sherdog.com/events/Combate-Global-Copa-Combate-2021-91181,-Univision Studios; Miami; Florida; United States-
12/12/2021,Alash Pride 71,Alash Pride FC,https://www.sherdog.com/events/Alash-Pride-71-Alash-Pride-FC-91126,-PS Baluan Sholak; Almaty; Kazakhstan-
12/12/2021,Pancrase,325,https://www.sherdog.com/events/Pancrase-325-90735,-Shinkiba Usen Studio Coast; Koto; Tokyo; Japan-
12/12/2021,BFS 4,Brazilian Fighting Series 4,https://www.sherdog.com/events/BFS-4-Brazilian-Fighting-Series-4-90172,-Thunder Fight Center; Sao Bernardo do Campo; Sao Paulo; Brazil-
12/12/2021,CLFC,Cage Legacy 14,https://www.sherdog.com/events/CLFC-Cage-Legacy-14-87749,-The Pillo Hotel; Meath; Ireland-
12/11/2021,Hard Combat,Hard Combat 10,https://www.sherdog.com/events/Hard-Combat-Hard-Combat-10-91455,-Linha Verde; Curitiba; PR; Brazil-
12/11/2021,Deep,Jewels 35,https://www.sherdog.com/events/Deep-Jewels-35-90814,-New Pier Hall; Tokyo; Japan-
12/11/2021,Deep Jewels,Amateur Fight,https://www.sherdog.com/events/Deep-Jewels-Amateur-Fight-90734,-New Pier Hall; Tokyo; Japan-
12/11/2021,RV Fight,RV Fight,https://www.sherdog.com/events/RV-Fight-RV-Fight-91768,-CT FTBH; Ibirite; Minas Gerais; Brazil-
12/11/2021,AF,Action Fight 18 ,https://www.sherdog.com/events/AF-Action-Fight-18-91738,"-Mix Atacarejo
Tiangua; Ceara; Brazil-"
12/11/2021,COF,Centro Oeste Fight 14,https://www.sherdog.com/events/COF-Centro-Oeste-Fight-14-91665,-Park Extreme; Brasilia; Distrito Federal; Brazil-
12/11/2021,TFP,Talentos Fight Para 14,https://www.sherdog.com/events/TFP-Talentos-Fight-Para-14-91516,-Interativo Gymnasium; Icoaraci; Para; Brazil-
12/11/2021,RF 7,Ronin Fight 7,https://www.sherdog.com/events/RF-7-Ronin-Fight-7-91461,-San Carlos de Bariloche; Rio Negro; Argentina-
12/11/2021,DSMMA,Dead Serious 41,https://www.sherdog.com/events/DSMMA-Dead-Serious-41-91460,-Showboat; Atlantic City; New Jersey; United States-
12/11/2021,MMA Fight Pass,Cage Fights Vol 1,https://www.sherdog.com/events/MMA-Fight-Pass-Cage-Fights-Vol-1-91459,-6558 Meany Ave; Bakersfield; California; United States-
12/11/2021,MMADF,MMA Dragon Fighters 15,https://www.sherdog.com/events/MMADF-MMA-Dragon-Fighters-15-91424,-Elias Sefer Gymnasium; Ourilandia do Norte; Para; Brazil-
12/11/2021,Desafio de Campeones,Warriors Night 5,https://www.sherdog.com/events/Desafio-de-Campeones-Warriors-Night-5-91411,-Centro Vecinal Belgrano; Tucuman; Argentina-
12/11/2021,WEF 111,Selection 38,https://www.sherdog.com/events/WEF-111-Selection-38-91408,-Ivan Yarygin Wrestling Palace; Moscow; Russia-
12/11/2021,Apocalypse Pitbull Championship,Apocalypse Pitbull Championship XV,https://www.sherdog.com/events/Apocalypse-Pitbull-Championship-Apocalypse-Pitbull-Championship-XV-91394,-Volta Mantovana (MANTOVA)-
12/11/2021,Battle 1,Battle MMA Championships,https://www.sherdog.com/events/Battle-1-Battle-MMA-Championships-91335,-Penrose Event Center; Colorado Springs; Colorado; United States-
12/11/2021,Octagon Promotion,Octagon 26,https://www.sherdog.com/events/Octagon-Promotion-Octagon-26-91333,-Almaty Arena; Almaty; Kazakhstan-
12/11/2021,LA ,Leonardo Almeida 12,https://www.sherdog.com/events/LA-Leonardo-Almeida-12-91311,-Quadra Esportiva Edivar Souza; Borba; Amazonas; Brazil-
12/11/2021,AMA 5,Altitude Martial Arts 5,https://www.sherdog.com/events/AMA-5-Altitude-Martial-Arts-5-91302,-Salida a Arequipa; Juliaca; Peru-
12/11/2021,Nemesis Fighting Alliance,Nemesis 8,https://www.sherdog.com/events/Nemesis-Fighting-Alliance-Nemesis-8-91206,-Fraternal Order of Eagles Hall; Arnold; Missouri; United States-
12/11/2021,Punisher Xtreme,Amateur,https://www.sherdog.com/events/Punisher-Xtreme-Amateur-91205,-Guayaquil; Ecuador-
12/11/2021,Aleksey Raevskiy Promotion,KPF: Kingdom Professional Fight Selection 7,https://www.sherdog.com/events/Aleksey-Raevskiy-Promotion-KPF-Kingdom-Professional-Fight-Selection-7-91204,-Grand Restaurant Tsin; Saint Petersburg; Russia-
12/11/2021,Slam FC,Slam FC Underdog 4,https://www.sherdog.com/events/Slam-FC-Slam-FC-Underdog-4-91203,-Pala Mens Sana; Siena; italy-
12/11/2021,Flex Fight Series,Beast Mode Vol. 9,https://www.sherdog.com/events/Flex-Fight-Series-Beast-Mode-Vol-9-91101,-The Sports Arena; St. James; New York; United States-
12/11/2021,CC,Colosseum Combat 57,https://www.sherdog.com/events/CC-Colosseum-Combat-57-91085,-Kokomo Event & Conference Center; Kokomo; Indiana; United States-
12/11/2021,TSF, Team Sarafian Combat 02 ,https://www.sherdog.com/events/TSF-Team-Sarafian-Combat-02-91049,-Municipal Gymansium Acara; Acara; Para; Brazil-
12/11/2021,CFC,Cachoeira Fight Championship 01,https://www.sherdog.com/events/CFC-Cachoeira-Fight-Championship-01-90986,-Cachoeira do Piria; Para; Brazil-
12/11/2021,OFP,Warrior Games 11,https://www.sherdog.com/events/OFP-Warrior-Games-11-90907,-Legendary Waters Resort & Casino; Bayfield; Wisconsin; United States-
12/11/2021,CW 132,Cage Warriors 132,https://www.sherdog.com/events/CW-132-Cage-Warriors-132-90722,-London; England-
12/11/2021,UFC 269,Oliveira vs. Poirier,https://www.sherdog.com/events/UFC-269-Oliveira-vs-Poirier-90120,-T-Mobile Arena; Las Vegas; Nevada; United States-
12/11/2021,Budo 46,Budo Fighting Championships 46,https://www.sherdog.com/events/Budo-46-Budo-Fighting-Championships-46-89101,-Turton Sports Centre; Bolton; England-
12/11/2021,Ares FC 2,Ares Fighting Championship 2,https://www.sherdog.com/events/Ares-FC-2-Ares-Fighting-Championship-2-84635,-Marcel Cerdan Arena; Paris; France-
12/10/2021,Rostov Region Pankration Federation,National Championship 33,https://www.sherdog.com/events/Rostov-Region-Pankration-Federation-National-Championship-33-91690,-Krasny Kotelshchik DS; Taganrog; Rostov; Russia-
12/10/2021,TFM,Titan Fight Melgaco 4,https://www.sherdog.com/events/TFM-Titan-Fight-Melgaco-4-91659,-Gymasium Raimundo Nonato; Melgaço; Para; Brazil-
12/10/2021,FNL,Fight Night Legacy,https://www.sherdog.com/events/FNL-Fight-Night-Legacy-91641,-RIO VERDE; GOIAS; BRASIL-
12/10/2021,Fusion Fight League,Season's Beatings Great Falls,https://www.sherdog.com/events/Fusion-Fight-League-Seasons-Beatings-Great-Falls-91436,-Four Seasons Arena; Great Falls; Montana; United States-
12/10/2021,OFC 129,Omaha Fight Club: It's Fight Night,https://www.sherdog.com/events/OFC-129-Omaha-Fight-Club-Its-Fight-Night-91332,-Omaha Design Center; Omaha; Nebraska; United States-
12/10/2021,MFN 7,Matrix Fight Night 7,https://www.sherdog.com/events/MFN-7-Matrix-Fight-Night-7-91221,-Taj Falaknuma Palace; Hyderabad; India-
12/10/2021,Fight Card Entertainment,Takeover 2021 Night 1,https://www.sherdog.com/events/Fight-Card-Entertainment-Takeover-2021-Night-1-91201,-Cicero Stadium; Cicero; Illinois; United States-
12/10/2021,LXF 7,Lights Out Xtreme Fighting 7,https://www.sherdog.com/events/LXF-7-Lights-Out-Xtreme-Fighting-7-91200,-Commerce Casino; Commerce; California; United States-
12/10/2021,Lux Fight League,Lux 019,https://www.sherdog.com/events/Lux-Fight-League-Lux-019-91199,-Pepsi Center; Mexico City; Mexico-
