name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
eddie christensen,None,None,None,None,None,None,1,1,Denmark,-Skagen-,https://www.sherdog.com/fighter/Eddie-Christensen-5250
michael vargas,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Michael-Vargas-2540
mario larosa,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Mario-LaRosa-25654
dennis hayes,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Dennis-Hayes-27941
adam song,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Adam-Song-27946
michael bender,None,None,None,None,None,None,3,1,Denmark,-Copenhagen-,https://www.sherdog.com/fighter/Michael-Bender-6860
allen porter,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/Allen-Porter-612
rob robinson,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Rob-Robinson-27766
jason moss,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jason-Moss-28912
daniel atterhagen,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Daniel-Atterhagen-8468
claus mandal,None,None,None,205,None,light heavyweight,0,0,Denmark,None,https://www.sherdog.com/fighter/Claus-Mandal-4919
john oskar hammer,None,None,None,None,ookami,None,4,0,Norway,None,https://www.sherdog.com/fighter/John-Oskar-Hammer-9547
marko ervasti,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Marko-Ervasti-7305
dan sievers,None,None,None,None,None,None,0,0,None,-Gothenburg Sweden-,https://www.sherdog.com/fighter/Dan-Sievers-27003
anthonie rethmeier,None,None,None,198,None,light heavyweight,0,0,Sweden,-Gothenburg-,https://www.sherdog.com/fighter/Anthonie-Rethmeier-9554
carl knudsen,None,None,None,189,None,light heavyweight,0,2,Denmark,-Copenhagen-,https://www.sherdog.com/fighter/Carl-Knudsen-5345
krzysztof kulak,01/3/1981,41,74,185,adrenalina fight czestochowa,middleweight,31,18,Poland,-Czestochowa-,https://www.sherdog.com/fighter/Krzysztof-Kulak-7153
anssi ainali,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Anssi-Ainali-3861
tommi kokkare,None,None,None,None,None,None,0,0,Sweden,-Stockholm-,https://www.sherdog.com/fighter/Tommi-Kokkare-26454
bjorn olav holter,None,None,None,147,None,lightweight,0,0,Norway,-Å²nes-,https://www.sherdog.com/fighter/Bjorn-Olav-Holter-25141
hans ersson,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Hans-Ersson-4183
yka leino,None,None,None,195,team scandinavian,light heavyweight,10,5,Finland,-Turku-,https://www.sherdog.com/fighter/Yka-Leino-2943
ioseb kaberidz,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Ioseb-Kaberidz-8438
richard anderson,None,None,None,None,team scandinavian,None,3,4,Sweden,-Stockholm-,https://www.sherdog.com/fighter/Richard-Anderson-2149
niklas olausson,None,None,None,None,None,None,0,0,Sweden,-Göteborg-,https://www.sherdog.com/fighter/Niklas-Olausson-26453
sergey haritonov,None,None,70,170,None,welterweight,2,3,Estonia,None,https://www.sherdog.com/fighter/Sergey-Haritonov-4268
jan tilles,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Jan-Tilles-4187
riku aalto,None,None,None,173,None,middleweight,1,0,Finland,None,https://www.sherdog.com/fighter/Riku-Aalto-143831
vaskas hilma,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Vaskas-Hilma-26155
einar naess,None,None,None,205,ookami,light heavyweight,0,0,Norway,None,https://www.sherdog.com/fighter/Einar-Naess-5253
joachim hallum,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joachim-Hallum-5260
martin rhod,None,None,None,None,None,None,0,0,Denmark,None,https://www.sherdog.com/fighter/Martin-Rhod-4918
assan njie,01/26/1984,38,70,170,gbg mma,welterweight,13,2,Sweden,-Gothenburg-,https://www.sherdog.com/fighter/Assan-Njie-6858
niko puhakka,12/7/1979,42,70,170,espoon kehahait,welterweight,30,18,Finland,-Uusimaa-,https://www.sherdog.com/fighter/Niko-Puhakka-5270
johan mparmpagiannis,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Johan-Mparmpagiannis-4186
kristian helde,12/6/1976,45,None,170,stockholm shoot,welterweight,0,4,Sweden,None,https://www.sherdog.com/fighter/Kristian-Helde-9985
tor troeng,01/25/1983,39,74,184,renyi fight camp,middleweight,16,7,Sweden,-Umea-,https://www.sherdog.com/fighter/Tor-Troeng-6850
thomas henrichsen,04/6/1981,40,None,170,skagen fight gym,welterweight,1,3,Denmark,None,https://www.sherdog.com/fighter/Thomas-Henrichsen-10708
jouni nyman,None,None,None,None,None,None,2,3,Finland,None,https://www.sherdog.com/fighter/Jouni-Nyman-6573
jani jarvenpaa,None,None,None,None,None,None,2,8,Finland,None,https://www.sherdog.com/fighter/Jani-Jarvenpaa-5643
